path,size_bytes,size_MB,extension,mtime,candidate_category,recommended_action,reason
data/scaling_f1/ddo01cr_case_checkpoint.jsonl,1987023,1.987,.jsonl,2026-08-10T23:41:31+08:00,D,EXTERNAL_DATA,dataset or trajectory payload; retain on disk and index by manifest
data/atlas/observable_cases/case_0394.npz,1960577,1.961,.npz,2026-08-11T00:13:05+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02a/attribution_descriptor_cache.npz,1945948,1.946,.npz,2026-08-11T10:15:59+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0393.npz,1928035,1.928,.npz,2026-08-11T00:13:04+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
figures/main/figure04.tiff,1848224,1.848,.tiff,2026-08-11T15:18:21+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
figures/main/figure03.tiff,1825310,1.825,.tiff,2026-08-11T15:18:20+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
figures/main/figure02.tiff,1682782,1.683,.tiff,2026-08-11T15:18:19+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
data/ddo02b_identifiability/ddo02b_reference_target_cache.npz,1588536,1.589,.npz,2026-08-11T10:28:49+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0156.npz,1580780,1.581,.npz,2026-08-11T10:17:50+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0117.npz,1580478,1.580,.npz,2026-08-11T10:17:43+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0475.npz,1575313,1.575,.npz,2026-08-11T00:13:45+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0379.npz,1571245,1.571,.npz,2026-08-11T10:18:40+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0474.npz,1545016,1.545,.npz,2026-08-11T00:13:44+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0378.npz,1540996,1.541,.npz,2026-08-11T10:18:40+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0181.npz,1540250,1.540,.npz,2026-08-11T10:17:54+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0351.npz,1539432,1.539,.npz,2026-08-11T10:18:33+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0473.npz,1528281,1.528,.npz,2026-08-11T00:13:43+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0377.npz,1524683,1.525,.npz,2026-08-11T10:18:39+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0451.npz,1520145,1.520,.npz,2026-08-11T00:13:21+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0450.npz,1515346,1.515,.npz,2026-08-11T00:13:20+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0350.npz,1514068,1.514,.npz,2026-08-11T10:18:33+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0449.npz,1505109,1.505,.npz,2026-08-11T00:13:18+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0349.npz,1503247,1.503,.npz,2026-08-11T10:18:32+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
figures/ddo01e/identifiability_ladder.tiff,1441664,1.442,.tiff,2026-08-11T02:12:42+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
figures/main/figure01.tiff,1441208,1.441,.tiff,2026-08-11T15:18:17+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
data/ddo02b_atlas/observable_cases/case_0168.npz,1436985,1.437,.npz,2026-08-11T10:17:51+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
figures/main/figure06.tiff,1421028,1.421,.tiff,2026-08-11T15:18:23+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
data/ddo02b_atlas/observable_cases/case_0303.npz,1404039,1.404,.npz,2026-08-11T10:18:14+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0499.npz,1399597,1.400,.npz,2026-08-11T00:13:51+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0323.npz,1398656,1.399,.npz,2026-08-11T10:18:20+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0498.npz,1391884,1.392,.npz,2026-08-11T00:13:50+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0322.npz,1388957,1.389,.npz,2026-08-11T10:18:18+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0302.npz,1379530,1.380,.npz,2026-08-11T10:18:14+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0321.npz,1378676,1.379,.npz,2026-08-11T10:18:17+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0497.npz,1378634,1.379,.npz,2026-08-11T00:13:50+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0134.npz,1377528,1.378,.npz,2026-08-11T10:17:46+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0301.npz,1369056,1.369,.npz,2026-08-11T10:18:14+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0200.npz,1353265,1.353,.npz,2026-08-11T00:12:21+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0217.npz,1352830,1.353,.npz,2026-08-11T00:12:24+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0205.npz,1337736,1.338,.npz,2026-08-11T00:12:22+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0134.npz,1336792,1.337,.npz,2026-08-11T00:12:06+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0177.npz,1327044,1.327,.npz,2026-08-11T00:12:18+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0391.npz,1320954,1.321,.npz,2026-08-11T00:13:03+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
figures/main/figure05.tiff,1314068,1.314,.tiff,2026-08-11T15:18:22+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
data/atlas/observable_cases/case_0390.npz,1303417,1.303,.npz,2026-08-11T00:13:02+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0389.npz,1285947,1.286,.npz,2026-08-11T00:13:02+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
figures/ddo01cr/refinement_scaling.tiff,1251964,1.252,.tiff,2026-08-10T23:44:42+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
figures/ddo01cr/spectral_scaling.tiff,1198238,1.198,.tiff,2026-08-10T23:44:44+08:00,G,TRACK_IF_FINAL,publication artifact; small enough for ordinary Git after claim review
06_manifests/ddo01e_particle_sample_registry.json,1116652,1.117,.json,2026-08-11T00:42:11+08:00,B,TRACK,"small report, manifest, configuration, test, or provenance evidence"
data/atlas/observable_cases/case_0232.npz,1096399,1.096,.npz,2026-08-11T00:12:28+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0471.npz,1074405,1.074,.npz,2026-08-11T00:13:42+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0375.npz,1071229,1.071,.npz,2026-08-11T10:18:38+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0470.npz,1064850,1.065,.npz,2026-08-11T00:13:42+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0374.npz,1059813,1.060,.npz,2026-08-11T10:18:38+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/atlas/observable_cases/case_0469.npz,1055846,1.056,.npz,2026-08-11T00:13:41+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
data/ddo02b_atlas/observable_cases/case_0373.npz,1051923,1.052,.npz,2026-08-11T10:18:37+08:00,D,EXTERNAL_DATA_OR_CHECKPOINT,large/generated numerical or model payload
